"CN","INVYR","LICHEN_REGION","LICH_SPPCD","MEASYEAR","LICHEN_REGION_DESCR","SPP_ACRONYM","GENUS","SUM_ABUNDANCE","FREQUENCY_PCT","SPECIES","PLOTS_IN_REGION","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"235018325020004",2006,4,6912,2006,"West Coast                              ","Ramfar","Ramalina                                ",14,4,"farinacea                               ",156,"",2014-02-05,"20004","",,""
"235018326020004",2006,4,6924,2006,"West Coast                              ","Ramobt","Ramalina                                ",3,1,"obtusata                                ",156,"",2014-02-05,"20004","",,""
"235018327020004",2006,4,6929,2006,"West Coast                              ","Ramroe","Ramalina                                ",17,4,"roesleri                                ",156,"",2014-02-05,"20004","",,""
"235018328020004",2006,4,6937,2006,"West Coast                              ","Ramthr","Ramalina                                ",9,2,"thrausta                                ",156,"",2014-02-05,"20004","",,""
"235018329020004",2006,4,7402,2006,"West Coast                              ","Sphglo","Sphaerophorus                           ",101,22,"globosus                                ",156,"",2014-02-05,"20004","",,""
"235018330020004",2006,4,7403,2006,"West Coast                              ","Sphmel","Bunodophoron                            ",3,1,"melanocarpum                            ",156,"",2014-02-05,"20004","",,""
"235018331020004",2006,4,7502,2006,"West Coast                              ","Stiful","Sticta                                  ",2,1,"fuliginosa                              ",156,"",2014-02-05,"20004","",,""
"235018332020004",2006,4,8019,2006,"West Coast                              ","Usncor","Usnea                                   ",3,1,"cornuta                                 ",156,"",2014-02-05,"20004","",,""
"235018333020004",2006,4,8029,2006,"West Coast                              ","Usnfil","Usnea                                   ",22,5,"filipendula                             ",156,"",2014-02-05,"20004","",,""
"235018334020004",2006,4,8044,2006,"West Coast                              ","Usnlap","Usnea                                   ",12,3,"lapponica                               ",156,"",2014-02-05,"20004","",,""
"235018335020004",2006,4,8046,2006,"West Coast                              ","Usnlon","Usnea                                   ",5,1,"longissima                              ",156,"",2014-02-05,"20004","",,""
"235018336020004",2006,4,8065,2006,"West Coast                              ","Usnsca","Usnea                                   ",3,1,"scabrata                                ",156,"",2014-02-05,"20004","",,""
"235018337020004",2006,4,8087,2006,"West Coast                              ","Usncha","Usnea                                   ",3,1,"chaetophora                             ",156,"",2014-02-05,"20004","",,""
"235018338020004",2006,4,8152,2006,"West Coast                              ","Vulpin","Vulpicida                               ",24,5,"pinastri                                ",156,"",2014-02-05,"20004","",,""
"235018339020004",2006,4,8201,2006,"West Coast                              ","Xancan","Xanthoria                               ",1,1,"candelaria                              ",156,"",2014-02-05,"20004","",,""
"235018214020004",2006,4,204,2006,"West Coast                              ","Alenig","Alectoria                               ",3,1,"nigricans                               ",156,"",2014-02-05,"20004","",,""
"235018215020004",2006,4,205,2006,"West Coast                              ","Alesar","Alectoria                               ",83,19,"sarmentosa                              ",156,"",2014-02-05,"20004","",,""
"235018216020004",2006,4,302,2006,"West Coast                              ","Anaset","Anaptychia                              ",3,1,"setifera                                ",156,"",2014-02-05,"20004","",,""
"235018217020004",2006,4,501,2006,"West Coast                              ","Brcpse","Bryocaulon                              ",5,2,"pseudosatoanum                          ",156,"",2014-02-05,"20004","",,""
"235018218020004",2006,4,602,2006,"West Coast                              ","Brybic","Bryoria                                 ",24,6,"bicolor                                 ",156,"",2014-02-05,"20004","",,""
"235018219020004",2006,4,603,2006,"West Coast                              ","Brycap","Bryoria                                 ",21,4,"capillaris                              ",156,"",2014-02-05,"20004","",,""
"235018220020004",2006,4,605,2006,"West Coast                              ","Brycer","Bryoria                                 ",10,3,"cervinula                               ",156,"",2014-02-05,"20004","",,""
"235018221020004",2006,4,610,2006,"West Coast                              ","Bryfus","Bryoria                                 ",41,10,"fuscescens                              ",156,"",2014-02-05,"20004","",,""
"235018222020004",2006,4,611,2006,"West Coast                              ","Brygla","Bryoria                                 ",32,7,"glabra                                  ",156,"",2014-02-05,"20004","",,""
"235018223020004",2006,4,618,2006,"West Coast                              ","Brypse","Bryoria                                 ",4,1,"pseudofuscescens                        ",156,"",2014-02-05,"20004","",,""
"235018224020004",2006,4,623,2006,"West Coast                              ","Bryten","Bryoria                                 ",32,7,"tenuis                                  ",156,"",2014-02-05,"20004","",,""
"235018225020004",2006,4,625,2006,"West Coast                              ","Brytri","Bryoria                                 ",81,19,"trichodes                               ",156,"",2014-02-05,"20004","",,""
"235018226020004",2006,4,901,2006,"West Coast                              ","Cavhul","Cavernularia                            ",58,15,"hultenii                                ",156,"",2014-02-05,"20004","",,""
"235018227020004",2006,4,902,2006,"West Coast                              ","Cavlop","Cavernularia                            ",20,4,"lophyrea                                ",156,"",2014-02-05,"20004","",,""
"235018228020004",2006,4,1005,2006,"West Coast                              ","Cetchl","Cetraria                                ",51,13,"chlorophylla                            ",156,"",2014-02-05,"20004","",,""
"235018229020004",2006,4,1013,2006,"West Coast                              ","Cetorb","Cetraria                                ",3,1,"orbata                                  ",156,"",2014-02-05,"20004","",,""
"235018230020004",2006,4,1017,2006,"West Coast                              ","Cetsep","Cetraria                                ",3,1,"sepincola                               ",156,"",2014-02-05,"20004","",,""
"235018231020004",2006,4,1019,2006,"West Coast                              ","Cetsub","Cetraria                                ",1,1,"subalpina                               ",156,"",2014-02-05,"20004","",,""
"235018232020004",2006,4,1101,2006,"West Coast                              ","Celcet","Cetrelia                                ",3,1,"cetrarioides                            ",156,"",2014-02-05,"20004","",,""
